"text","title"
"disagreeable partner for a couple of dances can give. The moment of her","Pride and Prejudice"
"release from him was ecstasy.","Pride and Prejudice"
"","Pride and Prejudice"
"She danced next with an officer, and had the refreshment of talking of","Pride and Prejudice"
"Wickham, and of hearing that he was universally liked. When those dances","Pride and Prejudice"
"were over, she returned to Charlotte Lucas, and was in conversation with","Pride and Prejudice"
"her, when she found herself suddenly addressed by Mr. Darcy, who took","Pride and Prejudice"
"her so much by surprise in his application for her hand, that, without","Pride and Prejudice"
"knowing what she did, she accepted him. He walked away again","Pride and Prejudice"
"immediately, and she was left to fret over her own want of presence of","Pride and Prejudice"
"mind: Charlotte tried to console her.","Pride and Prejudice"
"","Pride and Prejudice"
"“I dare say you will find him very agreeable.”","Pride and Prejudice"
"","Pride and Prejudice"
"“Heaven forbid! _That_ would be the greatest misfortune of all! To find","Pride and Prejudice"
"a man agreeable whom one is determined to hate! Do not wish me such an","Pride and Prejudice"
"evil.”","Pride and Prejudice"
"","Pride and Prejudice"
"When the dancing recommenced, however, and Darcy approached to claim her","Pride and Prejudice"
"hand, Charlotte could not help cautioning her, in a whisper, not to be a","Pride and Prejudice"
"simpleton, and allow her fancy for Wickham to make her appear unpleasant","Pride and Prejudice"
"in the eyes of a man often times his consequence. Elizabeth made no","Pride and Prejudice"
"answer, and took her place in the set, amazed at the dignity to which","Pride and Prejudice"
"she was arrived in being allowed to stand opposite to Mr. Darcy, and","Pride and Prejudice"
"reading in her neighbours’ looks their equal amazement in beholding it.","Pride and Prejudice"
"They stood for some time without speaking a word; and she began to","Pride and Prejudice"
"imagine that their silence was to last through the two dances, and, at","Pride and Prejudice"
"first, was resolved not to break it; till suddenly fancying that it","Pride and Prejudice"
"would be the greater punishment to her partner to oblige him to talk,","Pride and Prejudice"
"she made some slight observation on the dance. He replied, and was again","Pride and Prejudice"
"silent. After a pause of some minutes, she addressed him a second time,","Pride and Prejudice"
"with--","Pride and Prejudice"
"","Pride and Prejudice"
"“It is _your_ turn to say something now, Mr. Darcy. _I_ talked about the","Pride and Prejudice"
"dance, and _you_ ought to make some kind of remark on the size of the","Pride and Prejudice"
"room, or the number of couples.”","Pride and Prejudice"
"","Pride and Prejudice"
"He smiled, and assured her that whatever she wished him to say should be","Pride and Prejudice"
"said.","Pride and Prejudice"
"","Pride and Prejudice"
"“Very well; that reply will do for the present. Perhaps, by-and-by, I","Pride and Prejudice"
"may observe that private balls are much pleasanter than public ones; but","Pride and Prejudice"
"_now_ we may be silent.”","Pride and Prejudice"
"","Pride and Prejudice"
"“Do you talk by rule, then, while you are dancing?”","Pride and Prejudice"
"","Pride and Prejudice"
"“Sometimes. One must speak a little, you know. It would look odd to be","Pride and Prejudice"
"entirely silent for half an hour together; and yet, for the advantage of","Pride and Prejudice"
"_some_, conversation ought to be so arranged as that they may have the","Pride and Prejudice"
"trouble of saying as little as possible.”","Pride and Prejudice"
"","Pride and Prejudice"
"“Are you consulting your own feelings in the present case, or do you","Pride and Prejudice"
"imagine that you are gratifying mine?”","Pride and Prejudice"
"","Pride and Prejudice"
"“Both,” replied Elizabeth archly; “for I have always seen a great","Pride and Prejudice"
"similarity in the turn of our minds. We are each of an unsocial,","Pride and Prejudice"
"taciturn disposition, unwilling to speak, unless we expect to say","Pride and Prejudice"
"something that will amaze the whole room, and be handed down to","Pride and Prejudice"
"posterity with all the _éclat_ of a proverb.”","Pride and Prejudice"
"","Pride and Prejudice"
"“This is no very striking resemblance of your own character, I am sure,”","Pride and Prejudice"
"said he. “How near it may be to _mine_, I cannot pretend to say. _You_","Pride and Prejudice"
"think it a faithful portrait, undoubtedly.”","Pride and Prejudice"
"","Pride and Prejudice"
"“I must not decide on my own performance.”","Pride and Prejudice"
"","Pride and Prejudice"
"He made no answer; and they were again silent till they had gone down","Pride and Prejudice"
"the dance, when he asked her if she and her sisters did not very often","Pride and Prejudice"
"walk to Meryton. She answered in the affirmative; and, unable to resist","Pride and Prejudice"
"the temptation, added, “When you met us there the other day, we had just","Pride and Prejudice"
"been forming a new acquaintance.”","Pride and Prejudice"
"","Pride and Prejudice"
"The effect was immediate. A deeper shade of _hauteur_ overspread his","Pride and Prejudice"
"features, but he said not a word; and Elizabeth, though blaming herself","Pride and Prejudice"
"for her own weakness, could not go on. At length Darcy spoke, and in a","Pride and Prejudice"
"constrained manner said,--","Pride and Prejudice"
"","Pride and Prejudice"
"“Mr. Wickham is blessed with such happy manners as may insure his","Pride and Prejudice"
"_making_ friends; whether he may be equally capable of _retaining_ them,","Pride and Prejudice"
"is less certain.”","Pride and Prejudice"
"","Pride and Prejudice"
"“He has been so unlucky as to lose your friendship,” replied Elizabeth,","Pride and Prejudice"
"with emphasis, “and in a manner which he is likely to suffer from all","Pride and Prejudice"
"his life.”","Pride and Prejudice"
"","Pride and Prejudice"
"Darcy made no answer, and seemed desirous of changing the subject. At","Pride and Prejudice"
"that moment Sir William Lucas appeared close to them, meaning to pass","Pride and Prejudice"
"through the set to the other side of the room; but, on perceiving Mr.","Pride and Prejudice"
"Darcy, he stopped, with a bow of superior courtesy, to compliment him on","Pride and Prejudice"
"his dancing and his partner.","Pride and Prejudice"
"","Pride and Prejudice"
"“I have been most highly gratified, indeed, my dear sir; such very","Pride and Prejudice"
"superior dancing is not often seen. It is evident that you belong to the","Pride and Prejudice"
"first circles. Allow me to say, however, that your fair partner does not","Pride and Prejudice"
"disgrace you: and that I must hope to have this pleasure often repeated,","Pride and Prejudice"
"especially when a certain desirable event, my dear Miss Eliza (glancing","Pride and Prejudice"
"at her sister and Bingley), shall take place. What congratulations will","Pride and Prejudice"
"then flow in! I appeal to Mr. Darcy;--but let me not interrupt you, sir.","Pride and Prejudice"
"You will not thank me for detaining you from the bewitching converse of","Pride and Prejudice"
"that young lady, whose bright eyes are also upbraiding me.”","Pride and Prejudice"
"","Pride and Prejudice"
"[Illustration:","Pride and Prejudice"
"","Pride and Prejudice"
"“Such very superior dancing is not","Pride and Prejudice"
"often seen.”","Pride and Prejudice"
"","Pride and Prejudice"
"[_Copyright 1894 by George Allen._]]","Pride and Prejudice"
"","Pride and Prejudice"
"The latter part of this address was scarcely heard by Darcy; but Sir","Pride and Prejudice"
"William’s allusion to his friend seemed to strike him forcibly, and his","Pride and Prejudice"
"eyes were directed, with a very serious expression, towards Bingley and","Pride and Prejudice"
"Jane, who were dancing together. Recovering himself, however, shortly,","Pride and Prejudice"
"he turned to his partner, and said,--","Pride and Prejudice"
"","Pride and Prejudice"
"“Sir William’s interruption has made me forget what we were talking","Pride and Prejudice"
"of.”","Pride and Prejudice"
"","Pride and Prejudice"
"“I do not think we were speaking at all. Sir William could not have","Pride and Prejudice"
"interrupted any two people in the room who had less to say for","Pride and Prejudice"
"themselves. We have tried two or three subjects already without success,","Pride and Prejudice"
"and what we are to talk of next I cannot imagine.”","Pride and Prejudice"
"","Pride and Prejudice"
"“What think you of books?” said he, smiling.","Pride and Prejudice"
"","Pride and Prejudice"
"“Books--oh no!--I am sure we never read the same, or not with the same","Pride and Prejudice"
"feelings.”","Pride and Prejudice"
"","Pride and Prejudice"
"“I am sorry you think so; but if that be the case, there can at least be","Pride and Prejudice"
"no want of subject. We may compare our different opinions.”","Pride and Prejudice"
"","Pride and Prejudice"
"“No--I cannot talk of books in a ball-room; my head is always full of","Pride and Prejudice"
"something else.”","Pride and Prejudice"
"","Pride and Prejudice"
